date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
22/10/16,12:09:13,MULI Pointer,0,Server,setLight,,,,2984,51400,1,0,,,,
