date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
16/11/16,08:50:10,MULI Pointer,3,Server,setLight,,,,5035,46517,1,3,,,,
